stars,review_count,GoodForKids,Alcohol,BusinessAcceptsCreditCards,WiFi,BikeParking,ByAppointmentOnly,WheelechairAccessible,OutdoorSeating,RestaurantsReservations,DogsAllowed,Caters
3.0,94,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,TRUE,TRUE
4.0,408,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,TRUE,FALSE,FALSE,FALSE
4.5,301,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,TRUE,TRUE,FALSE,TRUE
4.0,268,TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
2.5,11,(Missing),(Missing),TRUE,'no',(Missing),(Missing),TRUE,(Missing),(Missing),TRUE,FALSE
5.0,137,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,FALSE,FALSE,(Missing),TRUE
4.0,52,(Missing),'beer_and_wine',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,FALSE,(Missing)
3.5,145,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,TRUE,FALSE,(Missing),TRUE
4.5,71,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
3.5,27,TRUE,(Missing),TRUE,'no',TRUE,(Missing),TRUE,TRUE,FALSE,(Missing),TRUE
4.0,45,TRUE,'none',TRUE,'free',TRUE,FALSE,TRUE,TRUE,TRUE,(Missing),TRUE
2.5,3,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,85,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),TRUE,FALSE,TRUE,(Missing),TRUE
4.0,79,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
3.0,16,(Missing),(Missing),TRUE,'no',FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
4.5,87,TRUE,'beer_and_wine',TRUE,'free',(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),TRUE
1.0,4,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.0,179,(Missing),(Missing),TRUE,(Missing),FALSE,FALSE,(Missing),(Missing),(Missing),(Missing),FALSE
2.5,12,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),TRUE,TRUE,TRUE,FALSE,TRUE
3.0,29,(Missing),(Missing),TRUE,'free',FALSE,(Missing),(Missing),FALSE,(Missing),TRUE,FALSE
3.5,132,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
4.5,7,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
4.0,12,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.0,552,TRUE,(Missing),TRUE,(Missing),FALSE,FALSE,TRUE,(Missing),(Missing),FALSE,(Missing)
4.0,355,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),TRUE,TRUE,TRUE,FALSE,TRUE
3.5,266,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),FALSE,TRUE
3.5,47,TRUE,'beer_and_wine',TRUE,'free',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
4.0,48,FALSE,'full_bar',TRUE,'no',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,(Missing)
3.5,103,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.0,24,TRUE,(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.0,4,(Missing),'none',TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.0,25,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
3.5,190,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
2.5,6,TRUE,'beer_and_wine',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
3.0,27,TRUE,'beer_and_wine',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
3.0,13,(Missing),(Missing),TRUE,'free',FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.0,920,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,FALSE,TRUE,FALSE,FALSE
4.0,90,(Missing),(Missing),TRUE,'free',FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE
3.5,57,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
3.5,29,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
3.5,128,(Missing),'beer_and_wine',TRUE,'free',TRUE,FALSE,(Missing),TRUE,FALSE,FALSE,TRUE
4.0,73,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,(Missing),FALSE
3.5,1449,TRUE,'full_bar',TRUE,'free',TRUE,TRUE,(Missing),FALSE,TRUE,FALSE,FALSE
2.0,4,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing)
4.0,511,TRUE,'none',TRUE,'free',TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
4.0,42,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
3.5,69,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.0,54,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.5,431,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),TRUE,(Missing),(Missing),FALSE,TRUE
2.5,5,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,681,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),(Missing),FALSE,TRUE,FALSE,TRUE
1.5,44,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
2.5,13,TRUE,'beer_and_wine',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
4.0,52,TRUE,'beer_and_wine',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
2.5,203,TRUE,'full_bar',TRUE,'free',TRUE,FALSE,(Missing),FALSE,FALSE,(Missing),FALSE
3.0,122,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
2.0,487,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
4.5,62,(Missing),(Missing),TRUE,'no',TRUE,(Missing),TRUE,TRUE,(Missing),(Missing),FALSE
2.5,60,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
3.5,62,(Missing),(Missing),TRUE,'free',TRUE,FALSE,(Missing),TRUE,(Missing),FALSE,FALSE
3.5,5,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
4.0,111,FALSE,'full_bar',TRUE,(Missing),FALSE,FALSE,(Missing),FALSE,(Missing),(Missing),FALSE
4.0,116,TRUE,'none',TRUE,'no',TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
5.0,13,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,21,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing)
3.0,4,TRUE,(Missing),(Missing),'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.0,39,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,FALSE,FALSE,(Missing),TRUE
3.5,19,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,354,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),(Missing),FALSE,TRUE,FALSE,FALSE
3.0,72,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,FALSE,TRUE
3.0,25,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.5,6,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
4.0,2291,FALSE,'full_bar',TRUE,'no',FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3.0,5,FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing)
4.0,5,FALSE,'none',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.0,57,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
3.5,4,(Missing),'none',(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
4.5,14,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
1.5,23,TRUE,(Missing),TRUE,'free',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
4.0,256,(Missing),(Missing),TRUE,'free',TRUE,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing)
4.0,103,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.5,8,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.0,68,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
2.5,54,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,TRUE,TRUE
1.5,49,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
1.5,70,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,FALSE,TRUE
3.0,12,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2.5,162,(Missing),(Missing),TRUE,'free',TRUE,(Missing),(Missing),FALSE,(Missing),FALSE,FALSE
3.0,9,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
2.5,31,TRUE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
3.5,27,TRUE,'beer_and_wine',TRUE,'free',(Missing),(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
3.0,36,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
4.0,46,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
2.5,10,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,75,TRUE,'full_bar',TRUE,'no',(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
4.5,122,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
2.0,8,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.0,20,(Missing),'none',TRUE,'free',TRUE,(Missing),FALSE,TRUE,FALSE,TRUE,TRUE
3.0,144,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.0,57,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
2.0,38,(Missing),(Missing),TRUE,'free',TRUE,(Missing),(Missing),FALSE,(Missing),(Missing),FALSE
3.5,1137,TRUE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,TRUE,FALSE,FALSE
3.5,311,FALSE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),FALSE,TRUE,FALSE,FALSE
3.0,22,TRUE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
4.0,56,TRUE,(Missing),TRUE,'no',FALSE,(Missing),(Missing),FALSE,(Missing),(Missing),FALSE
4.0,71,TRUE,'none',TRUE,'free',(Missing),(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
1.5,105,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,556,TRUE,'full_bar',TRUE,'free',TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
3.0,12,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
1.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,9,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2.5,33,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.5,3,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
2.5,29,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
2.5,67,(Missing),(Missing),TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing),TRUE,(Missing)
3.5,210,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.0,32,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,25,TRUE,'none',TRUE,'free',(Missing),(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
4.0,218,TRUE,'none',TRUE,'no',TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3.0,241,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.0,52,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
2.0,4,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing)
4.0,50,TRUE,'none',TRUE,'no',TRUE,FALSE,TRUE,TRUE,FALSE,(Missing),FALSE
4.0,5,FALSE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
3.5,437,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),TRUE,TRUE,FALSE,TRUE
3.0,161,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.0,26,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.5,395,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
3.5,24,TRUE,'none',TRUE,'free',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.0,27,(Missing),'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,(Missing),TRUE
4.5,15,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.0,653,TRUE,(Missing),TRUE,'free',TRUE,FALSE,TRUE,(Missing),(Missing),FALSE,FALSE
4.0,917,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),TRUE,FALSE,FALSE,FALSE,FALSE
4.0,591,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,FALSE,FALSE
3.5,594,TRUE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
4.0,132,TRUE,'full_bar',TRUE,'free',(Missing),(Missing),(Missing),TRUE,TRUE,FALSE,TRUE
4.5,28,(Missing),'none',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,FALSE,TRUE
3.5,9,TRUE,'none',TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
3.5,27,(Missing),(Missing),TRUE,'no',FALSE,(Missing),(Missing),FALSE,(Missing),(Missing),FALSE
3.5,151,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
2.5,30,TRUE,'full_bar',TRUE,'no',TRUE,(Missing),TRUE,TRUE,TRUE,(Missing),TRUE
3.5,462,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
4.5,30,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,98,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
3.5,41,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.0,12,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.0,538,FALSE,'full_bar',TRUE,'paid',FALSE,(Missing),(Missing),FALSE,TRUE,FALSE,TRUE
4.5,9,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing)
3.0,4,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing)
4.0,12,(Missing),(Missing),TRUE,'no',TRUE,(Missing),TRUE,TRUE,(Missing),(Missing),TRUE
3.0,113,FALSE,'none',TRUE,'free',TRUE,(Missing),TRUE,TRUE,FALSE,FALSE,FALSE
4.0,94,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.5,372,TRUE,'beer_and_wine',TRUE,'free',TRUE,FALSE,(Missing),TRUE,TRUE,FALSE,TRUE
4.0,17,TRUE,'none',TRUE,'free',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.0,24,(Missing),(Missing),TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2.0,86,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.0,118,TRUE,'none',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
2.5,37,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
4.0,1337,TRUE,'full_bar',TRUE,'free',FALSE,FALSE,(Missing),TRUE,TRUE,FALSE,FALSE
3.0,40,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,15,(Missing),(Missing),TRUE,'no',TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2.5,3,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
4.0,4,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
4.5,114,TRUE,'none',TRUE,'free',(Missing),(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
3.5,16,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.0,1044,TRUE,'none',TRUE,'no',TRUE,TRUE,(Missing),FALSE,FALSE,FALSE,TRUE
4.0,37,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
1.0,4,(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
3.5,3,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing)
4.5,69,(Missing),'full_bar',TRUE,'no',FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
3.0,66,(Missing),(Missing),TRUE,(Missing),(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing)
4.0,4,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,13,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,TRUE,TRUE,FALSE,FALSE
4.5,483,TRUE,'none',TRUE,'no',FALSE,(Missing),TRUE,TRUE,FALSE,TRUE,FALSE
4.5,87,TRUE,'none',TRUE,'free',(Missing),(Missing),(Missing),FALSE,TRUE,FALSE,TRUE
1.5,9,(Missing),'beer_and_wine',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
4.5,2307,FALSE,'full_bar',TRUE,'free',TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
4.0,50,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,4803,TRUE,'full_bar',TRUE,'free',FALSE,FALSE,(Missing),FALSE,FALSE,FALSE,FALSE
3.5,669,TRUE,'full_bar',TRUE,'free',FALSE,FALSE,(Missing),FALSE,TRUE,FALSE,TRUE
3.5,141,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,FALSE,TRUE,FALSE,FALSE
4.0,20,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
2.5,211,TRUE,'none',TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE
1.0,4,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,138,TRUE,'beer_and_wine',TRUE,'free',FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3.5,103,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,FALSE,TRUE
3.5,292,TRUE,'beer_and_wine',TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing),(Missing),TRUE
4.0,3414,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
4.5,326,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),TRUE,TRUE,(Missing),TRUE
2.5,37,(Missing),(Missing),TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing),(Missing),FALSE
3.5,1061,TRUE,'full_bar',TRUE,'no',FALSE,FALSE,(Missing),FALSE,TRUE,FALSE,FALSE
3.0,22,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.5,37,FALSE,'none',TRUE,'free',FALSE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
3.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
1.5,6,TRUE,'none',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
2.5,19,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
3.0,383,FALSE,'full_bar',TRUE,'free',(Missing),(Missing),(Missing),FALSE,TRUE,FALSE,FALSE
4.5,10,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
5.0,27,(Missing),'none',TRUE,'free',FALSE,(Missing),TRUE,FALSE,FALSE,FALSE,TRUE
3.0,37,TRUE,'none',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.5,190,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
4.0,617,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,TRUE,TRUE,FALSE,TRUE
3.0,12,TRUE,(Missing),TRUE,'paid',(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
5.0,38,(Missing),'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,FALSE,FALSE
2.5,15,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.0,104,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,TRUE,TRUE
4.0,5,FALSE,'full_bar',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
3.0,37,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.0,5,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.0,74,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.0,1230,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
2.0,11,TRUE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
5.0,5,FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
3.5,367,TRUE,'full_bar',TRUE,'no',FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1.5,44,TRUE,(Missing),TRUE,'free',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.0,5,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.0,10,(Missing),'full_bar',TRUE,(Missing),TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.0,292,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
3.0,10,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE
3.5,9,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
4.5,1001,TRUE,'full_bar',TRUE,'no',FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1.5,77,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.0,178,TRUE,'none',TRUE,'free',TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5.0,205,TRUE,'none',TRUE,'free',FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
4.0,9,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,(Missing),TRUE
3.0,17,(Missing),'none',TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing),(Missing),FALSE
4.0,50,(Missing),'full_bar',TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
5.0,6,(Missing),(Missing),TRUE,'free',(Missing),TRUE,TRUE,(Missing),(Missing),(Missing),(Missing)
2.5,72,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
